"trtid10","county","pop00","pop6a","hu00","hu6a"
6097153002,"Sonoma County",6836,6473,2036,2071
6097153003,"Sonoma County",5414,5990,2060,2118
6097153005,"Sonoma County",6757,7302,2417,2532
6097153006,"Sonoma County",6656,7825,2565,2873
6097153102,"Sonoma County",5452,5687,1366,1518
6097153103,"Sonoma County",3955,4563,1177.31591796875,1460
6097153104,"Sonoma County",4141,4181,1232.68395996094,1220
6097153200,"Sonoma County",5014,8281,1501,2538
6097153300,"Sonoma County",6845,12652,2321,3920
6097153401,"Sonoma County",6228,6624,2650,2955
6097153403,"Sonoma County",4052,3731,1650,1719
6097153404,"Sonoma County",4428,4398,1788,1955
6097153501,"Sonoma County",4612,4639,1820,2056
6097153502,"Sonoma County",4060,4243,1644,1807
6097153600,"Sonoma County",5877,5665,2363,2566
6097153703,"Sonoma County",4080,3039,2721,2883
6097153704,"Sonoma County",4105,3742,2522,2591
6097153705,"Sonoma County",3643,3985,1750,1924
6097153706,"Sonoma County",4557,4430,2352,2488
6097153801,"Sonoma County",5743,10742,1762,3289
6097153804,"Sonoma County",3330,3175,1182.94555664062,1185
6097153806,"Sonoma County",3174.00024414062,3286,1127.52844238281,1298
6097153807,"Sonoma County",3813,3825,1354.52600097656,1473
6097153808,"Sonoma County",4219,4293,1498.80920410156,1627
6097153809,"Sonoma County",4206,4420,1494.19079589844,1609
6097153901,"Sonoma County",4411.9375,4867,2024.97143554688,2637
6097153902,"Sonoma County",4605.0625,4346,1535.02868652344,1838
6097153903,"Sonoma County",4117,4050,1649,1839
6097154000,"Sonoma County",3167,2744,1243,1465
6097154100,"Sonoma County",4438,3886,1787,1753
6097154201,"Sonoma County",4245.2109375,3897,1637.70764160156,1513
6097154202,"Sonoma County",4093.78857421875,5928,1579.29223632812,2489
6097154302,"Sonoma County",4221,3219,2401,2581
6097154303,"Sonoma County",1620.37976074219,1457,1432.91052246094,2198
6097154304,"Sonoma County",2597.6201171875,2183,2297.08959960938,1921
